Latitude,Longitude
-27.38409854,153.12060287
31.7658,-106.489
40.0,-100.0
53.40118408,-2.30533421
40.7332086,-74.00187056
41.13465,-81.55389
32.7155,-117.1585
1.35675483,103.98925168
51.50413561,-0.13608912
40.7333454,-74.00385767
39.9125299,-75.15107
38.93933511,-77.02557759
21.66464735,87.70535946
41.5723305,-81.5149002
32.7574,-97.3332
31.0,-100.0
25.6180224,-80.4159488
37.26442078,-78.40252216
44.48314726,-88.04810286
37.35310692,-79.1768682
34.06584,-118.38028
-37.8156,144.9661
50.37973537,-4.14238416
53.54935,-2.77568
32.40076236,-99.76221085
35.49228056,-97.50337222
40.7142,-74.0064
14.3174,120.9645
40.76149865,-73.97719029
53.9593831,-0.82345963
41.80245272,-87.74878322
42.3316984,-83.1232644
45.07575,-85.3589
26.4423,50.0898
40.7332086,-74.00187056
40.7493,-73.8531
38.1135,-122.2382
51.5141,-0.1094
44.05997922,-121.31433388
45.094191,-93.047309
29.8814,-98.2675
38.7551129,-77.29610324
33.880653,-117.537555
36.48851987,-119.70137944
54.59338379,-5.81756528
33.95816915,-118.01376343
46.5475825,-87.3955954
50.84984622,5.70216277
45.6706102,-111.074249
14.80680572,121.07310625
41.883222,-87.632496
43.59551,-79.52795
32.2492,-110.87778
36.55848,-82.55355
53.4793,-2.2463
41.41559455,-70.67039864
51.5141,-0.1094
42.5701,-114.4602
39.97560732,-83.0071485
45.6706102,-111.074249
25.97734614,-80.28091469
53.3833,-1.4667
51.61614277,0.29683475
10.6568,-61.5224
33.7566,-84.3889
33.9097,-78.1131
40.7,-73.8309
37.771007,-122.412694
28.6,77.05416667
45.75975883,-73.56725453
13.86200131,100.65507813
40.6383,-74.3739
14.09994781,120.94368404
35.2269,-80.8433
44.5683,-97.0853
-25.92443,29.22696
-35.85,-71.6
-6.17571297,106.82710648
43.7742911,-79.7164011
42.73624851,-83.3842808
40.74588,-73.99992
40.7142,-74.0064
-37.8156,144.9661
38.9394774,-77.0253925
29.948479,-90.070864
33.601926,-117.868184
34.0564,-118.2445
34.2654,-86.2113
15.75770764,120.63481302
41.883222,-87.632496
29.7602,-95.3694
33.10293579,-111.49246508
33.8753,-117.566
35.91551863,-75.67301952
32.75149958,-97.08277672
19.4317049,-99.1898901
38.9394774,-77.0253925
36.17825,-86.79885
38.9394812,-77.0253928
26.20144,-98.23796
21.31752233,-157.92366028
33.8753,-117.566
39.2637,-81.5624
32.17884,-110.9304
45.75975883,-73.56725453
25.1994,55.2741
34.02969,-81.035205
37.2479,-96.9807
21.28456845,-157.8378985
42.32478933,-71.09505057
51.79567849,0.15867104
35.2269,-80.8433
45.75975883,-73.56725453
29.47466756,-95.06654539
33.8362,-117.89
39.29939,-76.61199
44.6462,-63.5735
21.6684931,-158.04772854
33.10299683,-111.49250037
34.029514,-81.039088
42.4691,-70.9274
38.217646,-85.559777
45.75975883,-73.56725453
33.10302719,-111.49275391
40.7332086,-74.00187056
51.87671457,0.54646178
27.52185375,-82.57677467
32.43452642,-90.14724255
45.75975883,-73.56725453
34.07347,-118.40033
33.8752,-117.5655
41.0886,-74.1442
16.8151,96.1661
34.028133,-81.034531
36.16399,-86.77872
45.75975883,-73.56725453
46.30663,-79.45993
33.4482,-112.0777
42.3653,-71.1845
49.27174467,-123.10609027
40.7332086,-74.00187056
-33.8729559,151.19896141
40.7207559,-74.0007613
34.028097,-81.034509
49.28372,-123.12111
33.4931,-111.926
45.75975883,-73.56725453
43.117916,-77.620506
51.74771118,-1.31354616
3.40072437,101.83953538
51.50538967,-0.12485951
1.34868096,103.77416899
23.7646076,90.3530643
51.50538967,-0.12485951
29.5832016,80.21165281
51.50538967,-0.12485951
40.7332086,-74.00187056
33.8753,-117.566
52.4457621,-2.0665126
3.14410503,101.70447699
52.232222,21.008333
51.87671457,0.54646178
33.87783572,130.88332415
29.75385992,-95.45915874
52.232222,21.008333
33.8753,-117.566
51.4101668,-0.0662375
-37.8156,144.9661
49.24963985,-123.12713019
51.5877,-2.9983
51.4057,0.01493
52.232222,21.008333
53.36853317,-6.28034668
39.7263,-121.8358
51.57230579,-3.99445245
51.6301173,0.81552029
53.36853317,-6.28034668
53.00778835,-2.18091488
-29.0,24.0
11.5391,79.481
51.54671323,-0.22057519
-37.8156,144.9661
54.5604879,-5.9844137
52.28424286,-1.53536081
33.87075998,-78.61007836
51.50538967,-0.12485951
52.232222,21.008333
-26.21659308,28.06045532
1.49625401,124.83961162
52.10736014,5.17509668
14.50741846,121.02951318
51.50538967,-0.12485951
51.49506473,-0.1373291
-35.3904915,149.2020106
51.49594393,-0.13355317
13.76598429,100.67705078
20.9472083,72.9475352
52.9492,-1.1453
52.559872,-1.835008
54.08989,-4.629734
52.62264401,1.29893741
53.9593831,-0.82345963
-26.2707593,28.1122679
7.06543165,125.51798344
51.50013926,-0.12450144
51.4853,-3.1867
28.73832,-13.86892
37.8029,-122.2721
53.20018173,-2.80241402
53.08732244,-2.24298714
51.18405691,4.36688716
52.28036162,0.05173177
25.8652,-80.1885
51.5141,-0.1094
10.3108037,123.902108
53.36001999,-6.24327711
34.036681,-118.248217
45.57758732,-122.11712211
34.09525986,-118.37303728
14.3333,121.083
59.352805,18.279085
14.477,121.0253
-37.9,145.233
52.2933797,-1.94601972
-6.1803,106.8233
34.09525986,-118.37303728
-35.3905507,149.2020027
59.9479528,11.04207174
54.54733321,-1.58654712
14.2990183,120.9589699
34.1735236,-118.3533183
51.18405691,4.36688716
53.36853317,-6.28034668
-38.14244,145.12199
12.971117,77.597645
40.60946655,-111.80129957
14.64980252,120.99038243
40.31009845,-111.72588154
0.3136,32.5811
36.17153817,-115.14616013
33.755711,-84.3883717
35.2269,-80.8433
35.3733,-119.019
6.45306,3.39583
51.74765015,-1.31356736
37.8007872,-122.39844359
50.11861,-5.53723
19.43757829,-99.13547516
6.43582323,3.4470269
40.7332086,-74.00187056
9.146016,7.3322612
42.35198,-83.0622
51.50538967,-0.12485951
43.648,-79.3872
-33.18143675,-70.65576307
45.50737331,-75.60755991
26.1358,-80.1418
45.75975883,-73.56725453
45.75975883,-73.56725453
53.3476,-6.2591
8.4925,-13.2844
45.75975883,-73.56725453
55.175204,-1.683633
53.2775,-6.26972222
45.63697547,-73.56726563
51.52470729,-0.13456139
3.14414,101.69843
53.45555,5.80352
52.232222,21.008333
38.6270752,-8.91222177
55.17411,-1.686611
51.045,-114.057
42.92077521,-78.87092153
35.2269,-80.8433
38.93962499,-77.0251258
58.2481,22.5039
40.771374,-73.914705
-33.4498,-70.6671
40.84698763,14.25679341
35.00518636,-80.95853882
33.8753,-117.566
38.9484,-92.3338
44.84153643,-79.90450421
41.955871,-87.802491
52.91765398,-1.46989346
43.5473579,-96.7302371
45.63697547,-73.56726563
51.89530783,-2.08249963
42.9265712,-78.618509
34.180294,-118.227882
51.85433474,0.07209376
37.51874659,121.44267797
41.9,12.5
52.1572309,-0.4521482
25.0738499,55.1436119
39.29342946,-94.71464164
45.63697547,-73.56726563
28.53861577,77.27617188
45.75975883,-73.56725453
50.85715838,0.5871782
35.7595731,-79.0192997
40.2846867,-75.1403533
13.36229505,78.57314908
45.6677507,-73.47935661
10.32437549,123.92358018
51.50413561,-0.13608912
51.50010503,-0.19054413
27.7,86.7167
44.204121,-81.621648
48.8519,2.37276
51.81378115,0.14883041
10.669296,-61.514082
0.35061703,32.76472531
47.61407159,-122.30706871
37.3323,-121.8897
45.63697547,-73.56726563
53.76878558,-2.38993406
45.63697547,-73.56726563
51.57202148,-0.19665745
42.49726267,-83.19659149
40.7805,-111.94401
38.9394821,-77.0253917
51.57217407,-0.19670264
45.75975883,-73.56725453
45.75975883,-73.56725453
40.7332086,-74.00187056
40.7332086,-74.00187056
40.7493,-73.8531
-37.8031,144.9497
51.5141,-0.1094
40.7142,-74.0064
38.3055,-76.4945
45.75975883,-73.56725453
51.79567849,0.15867104
51.41104,-0.29142
35.8577,-86.3947
51.50538967,-0.12485951
45.75975883,-73.56725453
39.4014,-76.479
27.0436,-82.2362
13.69246085,100.75065137
14.5668,121.0793
30.7167232,-95.551488
1.4365,103.798
33.9998627,-118.79923186
53.7558294,-0.348829
34.77928895,-92.4012584
40.7332086,-74.00187056
54.5604879,-5.9844137
31.44843289,-97.78165698
18.5583,120.785
-29.0,24.0
44.768,-93.2775
43.9723939,-78.196119
19.43757829,-99.13547516
31.87278388,35.92278242
39.9527,-75.1651
35.2269,-80.8433
33.6599192,-112.3728889
35.9158441,-78.65013259
41.4572115,-72.8691156
42.88736,-78.87756
43.648,-79.3872
42.93184382,-80.29263949
33.8752,-117.5655
40.7142,-74.0064
37.7619965,-122.4371932
30.7229,76.7807
-33.43179,-70.6094
45.75975883,-73.56725453
45.75975883,-73.56725453
45.75975883,-73.56725453
45.75975883,-73.56725453
-26.2707593,28.1122679
11.33333056,123.01666944
39.39352,-76.53451
-33.18143675,-70.65576307
53.0750151,-1.3996152
42.33984916,-83.01396053
43.08792589,-77.51616852
43.53503339,-79.67577302
30.29507249,-97.690233
38.8951,-77.0367
34.51421,-82.64979
33.2634,130.2973
-33.18143675,-70.65576307
38.82137,-75.30573
40.75751634,-73.98184057
-34.1257009,18.4488313
51.50413561,-0.13608912
51.54544,-0.07817
42.73605738,-73.17940957
47.6782,-122.2072
52.54512129,-7.39008665
44.56192559,-63.76743365
45.49987026,-73.56300186
45.75975883,-73.56725453
38.93978404,-77.02487064
29.1572572,48.1170555
54.89808,-1.5318
39.8586,-104.67
33.77241386,-84.25184973
54.59338379,-5.81766516
30.04199009,-94.12405177
45.2857223,-66.0845536
33.4479,-84.4618
41.1758564,-73.1991199
14.84051494,120.81186462
40.7779,-73.9675
-6.64358749,106.80416554
45.5064511,-122.7756216
45.63697547,-73.56726563
52.33581819,-6.45696948
19.0627,72.8764
19.9333,84.5833
40.71994335,-73.99659612
1.4365,103.798
29.948479,-90.070864
38.0297,-84.4947
41.98719632,-71.32334508
38.56875,-121.448226
41.2374394,-75.844115
42.2688,-71.8038
19.43757829,-99.13547516
32.83391597,-96.66593043
51.5621085,-0.2296683
6.66868,-1.64597
40.75851,-73.98322
30.6911,76.8486
52.1942499,-1.70752
51.34548,3.38554
50.81937006,0.37338294
51.50413561,-0.13608912
34.10172883,-118.33702039
48.1739745,16.41560835
45.75975883,-73.56725453
19.43757829,-99.13547516
25.68606,-80.38119
51.41104,-0.29142
45.21,-93.6647
29.948479,-90.070864
38.59265145,-121.43357337
-23.96756801,-46.3131237
51.57061738,0.58585882
36.083996,-115.2085119
42.372299,-71.088463
37.86198993,23.7544723
33.69810998,-116.2645179
52.48416375,-1.89943716
51.569805,-1.139415
14.4177,120.9711
51.569805,-1.139415
39.7392,-104.9842
51.569843,-1.13945
52.518391,13.401251
55.91955566,-3.39361454
55.9546,-3.2087
35.2269,-80.8433
52.232222,21.008333
36.12097474,-115.1718235
51.1667,-115.567
52.28424286,-1.53536081
40.7332086,-74.00187056
53.01,-1.0
32.75204824,-117.14159383
52.518391,13.401251
44.15253213,-72.5981195
40.7332086,-74.00187056
36.1651,-86.7837
51.569843,-1.13945
33.9097,-78.1131
15.401944,74.043333
33.665,-117.912
51.48683531,-0.26735817
33.94715276,-117.6036912
51.569843,-1.13945
1.0,17.0
45.52990723,-122.40357664
38.4486,-122.705
38.75349013,-90.73871609
34.3597,-89.5261
42.4302435,-83.21112514
55.852472,-4.309626
51.569805,-1.139415
45.75975883,-73.56725453
33.372663,-111.750512
43.77154163,11.25411436
51.569843,-1.13945
51.00605,-2.18734
20.53400381,-86.93861878
44.2035,-72.5623
54.57944,-5.93511
51.50054124,-0.1414929
51.9235,4.4752
52.349602,-3.637848
53.40124512,-2.30527289
51.569843,-1.13945
43.7742911,-79.7164011
32.2632,-110.94306
42.6114673,-73.846644
41.57802,-73.41037
41.3894,2.1683
33.6386,-112.3594
41.65427973,-71.19774575
47.53575794,-122.28079803
-26.36592746,28.22257589
40.6017,-75.4773
41.55235,-70.616996
29.9280063,-95.684784
42.83512,-71.64978
33.7566,-84.3889
36.16617,-86.77152
52.56970508,1.73221142
40.7142,-74.0064
34.5228,-117.2157
51.50413561,-0.13608912
51.81845043,-2.00064244
53.4078,-2.9794
43.94139985,-78.89662755
47.61418366,-122.20077839
33.9097,-78.1131
51.569805,-1.139415
40.7332086,-74.00187056
43.648,-79.3872
40.731,-73.998
42.1422,-83.1954
48.862217,2.288247
40.42300032,-98.73722448
43.1664,-77.6983
41.94267,-85.6364
45.4167,-75.7
38.4016463,-122.718314
51.569843,-1.13945
42.549535,-83.1210614
40.7142,-74.0064
52.2374302,-0.89721868
40.01709786,116.52099609
42.73624851,-83.3842808
40.87832642,-96.6845262
41.1758564,-73.1991199
43.7742911,-79.7164011
45.75975883,-73.56725453
52.3769,4.8982
40.7493,-73.8531
33.0102,-96.607
33.92,-80.38
13.3333,-59.6
6.43582323,3.4470269
40.77091422,-73.95666837
-37.80594,144.98775
28.41143,-81.46176
37.10977,-113.5833
33.8753,-117.566
33.6015545,-117.872604
33.15824,-117.35027
47.69691,-117.47717
51.8778,-5.31
40.7779,-73.9675
36.10127695,-115.17481754
40.73887,-73.98366
33.93411407,-83.30914258
41.96507088,-73.99074195
14.5215958,121.014333
32.98658574,-86.74157827
-37.8156,144.9661
45.50354423,-73.56990458
37.54274326,126.98244019
40.7332086,-74.00187056
47.7448898,-117.40094828
40.7851,-73.9631
53.0,-60.0
45.49987026,-73.56300186
39.2798783,-76.5752887
38.91710676,-77.21863926
33.8753,-117.566
31.99244804,-81.1319791
33.2065,-87.5346
39.7595,-105.01104
41.883222,-87.632496
37.08123173,-117.97747291
33.51525,-86.80296
25.7751,-80.1936
43.3510027,-79.8105631
42.2573,-87.8951
33.9481,-117.396
50.0876,14.4215
30.02430243,-90.11417091
14.62466431,121.10818298
45.49987026,-73.56300186
33.10302734,-111.492561
41.4996,-81.6937
36.8522,-76.2808
34.028125,-81.034524
29.2995,-94.7942
47.50551882,-111.29770276
33.9998627,-118.79923186
51.20716733,-3.46700511
44.0,-72.7
40.7142,-74.0064
34.0522,-118.2428
45.75975883,-73.56725453
13.86200131,100.65507813
41.21488757,-96.11781127
51.91105,4.5
40.7332086,-74.00187056
29.948479,-90.070864
39.5611924,-84.637641
34.4044113,-118.5706019
52.05427797,1.15217943
31.0,-100.0
25.97734614,-80.28091469
51.569846,-1.139451
51.9003184,-8.40236485
33.10293579,-111.49263055
53.4698451,-2.7429844
33.88181584,-117.54725158
40.15158756,116.43310547
43.4234003,-80.4882563
37.54274326,126.98244019
33.8753,-117.566
41.688889,-70.296944
40.77091422,-73.95666837
32.2222,-110.97004
53.60276332,-1.93048239
1.5764713,110.33515544
33.9998627,-118.79923186
25.71534,-80.35737
45.75975883,-73.56725453
41.93833538,-88.11393076
40.01709786,116.52099609
45.75975883,-73.56725453
33.78278093,-118.15740369
33.80086006,-116.54291364
40.7,-73.8309
43.06888777,-73.125
-38.386047,144.887291
27.13467258,78.05122487
35.2269,-80.8433
45.75975883,-73.56725453
40.96381,-72.18512
37.771007,-122.412694
34.0730143,-118.4279819
25.4333,-100.983
40.64316815,22.93423891
33.9998627,-118.79923186
42.39664602,-83.43400678
33.5315,-117.769
42.7107,-84.4226
38.4016448,-122.7183238
38.9394786,-77.0253996
45.47838,-73.60281
40.7207559,-74.0007613
33.10296631,-111.49269066
33.69810998,-116.2645179
45.75975883,-73.56725453
45.75975883,-73.56725453
32.93148,-96.95327
43.3325,-79.7941
42.95122,-71.43245
3.1588,101.7105
40.0456,-86.0113
40.01709786,116.52099609
40.75265289,-73.86826101
40.7207559,-74.0007613
45.75975883,-73.56725453
40.7142,-74.0064
29.948479,-90.070864
37.54889,-84.31028
33.8753,-117.566
38.8951,-77.0367
3.1588,101.7105
27.42030322,89.6365
40.70542461,-73.9961493
33.9097,-78.1131
38.8951,-77.0367
49.2819,-123.1204
33.10296631,-111.49269066
40.73759,-73.98755
26.0215,-80.1749
-38.16760767,145.19006016
2.80332829,101.49501935
34.822,-82.5855
45.75975883,-73.56725453
34.03803939,-118.55617046
25.92534145,-80.31111637
37.7906399,-122.4321498
44.1549,-87.5764
37.3009738,-122.01992964
31.7523027,-95.63608047
29.7602,-95.3694
36.58574173,-121.75265357
29.66087046,-82.32698321
43.7742911,-79.7164011
37.757891,-122.399544
-34.65825,-58.76345
-37.9818176,145.2207314
40.70542461,-73.9961493
10.4220324,-75.5443033
41.83,-69.9744
40.65937591,-74.11908893
14.6439,121.037
39.88587,-83.44835
45.75975883,-73.56725453
28.41861111,-81.58111111
-37.8156,144.9661
41.88046793,-87.62614846
37.8495,-122.25203
40.7332086,-74.00187056
45.75975883,-73.56725453
28.5974128,77.19102783
33.507543,-86.808025
33.8752,-117.5655
41.4477496,-81.63644097
33.4589517,-81.98530197
29.745567,-95.365455
36.16838554,-85.52968025
-6.24317055,106.84822483
10.92354396,-74.81300191
-6.1803,106.8233
5.9714,116.095
29.948479,-90.070864
43.6876,-72.32153
-37.7944,144.9557
45.75975883,-73.56725453
32.87251745,-79.74556147
46.18793079,-123.82636273
45.75975883,-73.56725453
40.96381,-72.18512
48.10883532,-123.44049454
34.21596119,-118.44533351
45.75975883,-73.56725453
19.10194506,73.00245523
52.232222,21.008333
27.42030322,89.6365
45.75975883,-73.56725453
33.326145,-111.926769
8.5704972,76.86859131
34.0564,-118.2445
52.24493337,0.71080282
53.36853317,-6.28034668
45.75975883,-73.56725453
-1.292066,36.821945
51.821751,-8.855673
26.11281844,-80.25928899
53.3001307,-6.2893174
-26.2707593,28.1122679
41.0933,-75.0022
41.57943828,1.78041375
33.97977,-118.18884
40.7916,-74.151
14.56431,121.03713
51.51671,-0.14173
34.180294,-118.227882
54.59341431,-5.817677
40.4411,-79.9975
13.76598429,100.67705078
34.08388712,-118.17780528
26.30650931,50.16988501
51.50538967,-0.12485951
51.50538967,-0.12485951
31.0,-100.0
51.8232312,-1.2900741
51.50538967,-0.12485951
45.43983,-122.77935
3.1581,101.5983
51.5141,-0.1094
45.75975883,-73.56725453
53.3833,-1.4667
51.50538967,-0.12485951
37.72,-122.47
40.7332086,-74.00187056
25.97734614,-80.28091469
53.38589478,-6.42164126
40.7332086,-74.00187056
33.57497,-101.90232
52.3769,4.8982
52.3769,4.8982
51.50413561,-0.13608912
53.00778835,-2.18091488
13.36229505,78.57314908
53.4338,-1.3545
54.08989,-4.629734
51.50413561,-0.13608912
51.51361111,-0.11333333
51.46722,-0.36653
52.82080324,104.7780869
45.75975883,-73.56725453
-6.28767558,106.78754937
41.0933,-75.0022
53.0774651,-3.0200922
45.75975883,-73.56725453
52.22144,6.89505
34.75090426,32.42174864
1.3553794,103.8677444
45.75975883,-73.56725453
30.45045045,-86.57165272
3.1581,101.5983
51.57558519,-0.10226432
45.75975883,-73.56725453
5.9535771,116.0427559
35.2269,-80.8433
53.9593831,-0.82345963
34.193978,-118.454359
52.0167,-1.26667
53.36853317,-6.28034668
51.57135569,-1.76283317
45.75975883,-73.56725453
40.7332086,-74.00187056
34.0399038,-116.9407021
41.0933,-75.0022
6.37322,124.74678
45.75975883,-73.56725453
52.2243042,5.00487398
40.7332086,-74.00187056
51.5199322,-0.08083314
52.381905,13.1199934
59.858782,17.639437
1.4886,124.8401
56.32886367,43.98706913
51.50538967,-0.12485951
51.2340638,-0.2020281
14.5569,121.029
44.42554213,26.10076904
51.50413561,-0.13608912
-37.8156,144.9661
3.1479601,101.7230789
51.50538967,-0.12485951
45.75975883,-73.56725453
40.7332086,-74.00187056
31.30856,75.59231
45.75975883,-73.56725453
52.66666667,4.83333333
37.7836883,-122.415895
52.67861955,-6.20295426
51.88466693,0.82794859
51.50538967,-0.12485951
45.75975883,-73.56725453
30.90285268,75.8302183
9.58084,123.75225
51.81378115,0.14883041
51.54717027,0.66508719
38.90276426,-77.0414278
40.81830066,-73.96116998
52.232222,21.008333
32.0667,34.7667
43.137009,-75.192588
52.48416375,-1.89943716
45.75975883,-73.56725453
32.4464,-99.7455
-37.8156,144.9661
38.62365,-76.91038
45.75975883,-73.56725453
53.2171,6.5669
19.43757829,-99.13547516
51.5517,-0.28056
41.98361,-88.69389
21.32459386,-157.80594818
52.54859917,-6.96884517
-8.64100158,115.22659106
